"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
11001,"12-Oct-22",55,management,single,basic.4y,no,yes,no,telephone,jun,wed,89,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11002,"12-Oct-22",38,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,359,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11003,"12-Oct-22",42,blue-collar,married,high.school,unknown,no,no,telephone,jun,wed,257,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11004,"12-Oct-22",56,retired,married,basic.4y,no,yes,no,telephone,jun,wed,19,30,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11005,"12-Oct-22",41,services,married,basic.9y,no,yes,no,telephone,jun,wed,404,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11006,"12-Oct-22",31,services,married,high.school,unknown,yes,yes,telephone,jun,wed,146,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11007,"12-Oct-22",29,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,234,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11008,"12-Oct-22",40,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,13,14,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11009,"12-Oct-22",25,services,single,high.school,no,no,no,telephone,jun,wed,297,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11010,"12-Oct-22",46,entrepreneur,married,university.degree,unknown,unknown,unknown,telephone,jun,wed,156,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11011,"12-Oct-22",53,management,divorced,university.degree,no,unknown,unknown,telephone,jun,wed,636,12,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11012,"12-Oct-22",42,admin.,married,basic.6y,no,yes,no,telephone,jun,wed,300,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11013,"12-Oct-22",59,retired,married,basic.9y,no,yes,no,telephone,jun,wed,2093,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
11014,"12-Oct-22",24,technician,single,professional.course,no,yes,no,telephone,jun,wed,37,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11015,"12-Oct-22",44,admin.,single,high.school,no,no,no,telephone,jun,wed,61,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11016,"12-Oct-22",43,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,793,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11017,"12-Oct-22",31,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,704,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
11018,"12-Oct-22",28,technician,single,professional.course,no,yes,no,telephone,jun,wed,1195,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11019,"12-Oct-22",33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,61,23,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11020,"12-Oct-22",47,admin.,married,basic.9y,no,yes,no,telephone,jun,wed,96,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11021,"12-Oct-22",38,management,married,unknown,unknown,no,no,telephone,jun,wed,1066,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
11022,"12-Oct-22",35,admin.,divorced,university.degree,no,yes,no,telephone,jun,wed,399,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11023,"12-Oct-22",47,entrepreneur,married,professional.course,unknown,no,yes,telephone,jun,wed,140,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11024,"12-Oct-22",25,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,121,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11025,"12-Oct-22",26,technician,single,professional.course,no,no,no,telephone,jun,wed,84,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11026,"12-Oct-22",39,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,87,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11027,"12-Oct-22",42,entrepreneur,married,professional.course,no,no,no,telephone,jun,wed,108,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11028,"12-Oct-22",43,management,married,high.school,no,no,no,telephone,jun,wed,48,10,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11029,"12-Oct-22",29,technician,married,professional.course,no,no,no,telephone,jun,wed,129,10,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11030,"12-Oct-22",50,management,married,university.degree,unknown,no,no,telephone,jun,wed,242,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11031,"12-Oct-22",29,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,230,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11032,"12-Oct-22",45,technician,divorced,professional.course,no,yes,no,telephone,jun,wed,37,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11033,"12-Oct-22",36,blue-collar,married,unknown,no,yes,yes,telephone,jun,wed,130,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11034,"12-Oct-22",38,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,25,41,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11035,"12-Oct-22",36,services,married,high.school,unknown,yes,yes,telephone,jun,wed,57,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11036,"12-Oct-22",33,housemaid,married,high.school,no,unknown,unknown,telephone,jun,wed,154,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11037,"12-Oct-22",33,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,wed,77,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11038,"12-Oct-22",44,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,wed,127,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11039,"12-Oct-22",33,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,313,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11040,"12-Oct-22",43,management,divorced,university.degree,no,no,no,telephone,jun,wed,114,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11041,"12-Oct-22",39,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,119,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11042,"12-Oct-22",36,admin.,single,university.degree,no,no,no,telephone,jun,wed,305,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11043,"12-Oct-22",31,services,single,high.school,no,no,no,telephone,jun,wed,49,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11044,"12-Oct-22",49,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,429,13,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11045,"12-Oct-22",44,blue-collar,married,high.school,unknown,yes,no,telephone,jun,wed,51,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11046,"12-Oct-22",51,management,married,high.school,no,no,no,telephone,jun,wed,99,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11047,"12-Oct-22",28,management,married,university.degree,no,no,no,telephone,jun,wed,771,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
11048,"12-Oct-22",57,blue-collar,divorced,unknown,unknown,unknown,unknown,telephone,jun,wed,41,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11049,"12-Oct-22",41,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,378,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11050,"12-Oct-22",49,unknown,married,basic.6y,no,no,no,telephone,jun,wed,152,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11051,"12-Oct-22",44,technician,married,high.school,no,yes,yes,telephone,jun,wed,491,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11052,"12-Oct-22",57,retired,divorced,professional.course,no,no,no,telephone,jun,wed,203,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11053,"12-Oct-22",36,services,married,high.school,unknown,no,no,telephone,jun,wed,90,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11054,"12-Oct-22",49,admin.,married,high.school,no,yes,no,telephone,jun,wed,135,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11055,"12-Oct-22",36,blue-collar,married,high.school,no,no,no,telephone,jun,wed,626,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11056,"12-Oct-22",51,management,married,university.degree,no,no,no,telephone,jun,wed,16,17,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11057,"12-Oct-22",45,admin.,married,high.school,no,no,no,telephone,jun,wed,125,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11058,"12-Oct-22",30,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,wed,120,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11059,"12-Oct-22",46,admin.,married,basic.9y,unknown,yes,no,telephone,jun,wed,16,14,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11060,"12-Oct-22",43,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,354,21,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11061,"12-Oct-22",23,blue-collar,single,basic.9y,no,yes,no,telephone,jun,wed,507,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11062,"12-Oct-22",50,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,18,20,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11063,"12-Oct-22",41,admin.,single,high.school,unknown,yes,no,telephone,jun,wed,90,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11064,"12-Oct-22",26,admin.,single,high.school,no,no,no,telephone,jun,wed,140,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11065,"12-Oct-22",47,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,jun,wed,15,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11066,"12-Oct-22",52,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,wed,23,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11067,"12-Oct-22",33,self-employed,married,university.degree,no,no,no,telephone,jun,wed,113,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11068,"12-Oct-22",28,admin.,single,university.degree,no,yes,no,telephone,jun,wed,249,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11069,"12-Oct-22",28,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,445,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11070,"12-Oct-22",42,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,82,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11071,"12-Oct-22",28,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,1060,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
11072,"12-Oct-22",54,management,married,basic.6y,no,no,no,telephone,jun,wed,255,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11073,"12-Oct-22",35,admin.,married,high.school,no,yes,no,telephone,jun,wed,55,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11074,"12-Oct-22",60,admin.,married,university.degree,unknown,no,no,telephone,jun,wed,521,11,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11075,"12-Oct-22",47,services,married,high.school,unknown,yes,yes,telephone,jun,wed,161,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11076,"12-Oct-22",60,retired,married,high.school,no,yes,no,telephone,jun,wed,340,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11077,"12-Oct-22",29,management,single,university.degree,unknown,yes,no,telephone,jun,wed,40,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11078,"12-Oct-22",49,technician,married,high.school,no,no,no,telephone,jun,wed,156,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11079,"12-Oct-22",56,retired,married,basic.4y,no,no,no,telephone,jun,wed,375,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11080,"12-Oct-22",33,admin.,married,high.school,no,no,no,telephone,jun,wed,43,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11081,"12-Oct-22",28,student,single,high.school,no,yes,yes,telephone,jun,wed,604,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,no
11082,"12-Oct-22",60,admin.,married,university.degree,no,no,no,telephone,jun,wed,1574,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 962",5228,yes
11083,"12-Oct-22",34,admin.,married,high.school,no,no,no,telephone,jun,thu,29,11,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11084,"12-Oct-22",36,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,102,13,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11085,"12-Oct-22",39,management,single,university.degree,no,yes,no,telephone,jun,thu,160,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11086,"12-Oct-22",40,admin.,single,university.degree,no,no,no,telephone,jun,thu,136,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11087,"12-Oct-22",56,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,thu,82,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11088,"12-Oct-22",33,admin.,single,professional.course,no,no,no,telephone,jun,thu,122,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11089,"12-Oct-22",40,admin.,married,basic.9y,no,no,no,telephone,jun,thu,185,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11090,"12-Oct-22",58,entrepreneur,married,basic.4y,no,no,no,telephone,jun,thu,147,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11091,"12-Oct-22",40,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,575,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11092,"12-Oct-22",32,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,39,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11093,"12-Oct-22",37,technician,single,high.school,unknown,no,no,telephone,jun,thu,675,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11094,"12-Oct-22",46,admin.,single,university.degree,no,yes,no,telephone,jun,thu,172,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11095,"12-Oct-22",49,services,married,high.school,unknown,no,no,telephone,jun,thu,97,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
11096,"12-Oct-22",26,admin.,single,university.degree,no,no,no,telephone,jun,thu,394,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 961",5228,no
