"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
30001,"31-Oct-22",75,retired,married,basic.4y,no,no,no,cellular,apr,tue,356,2,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,yes
30002,"31-Oct-22",53,admin.,married,university.degree,no,yes,no,cellular,apr,tue,158,2,6,1,success,-1.8,"93 075",-47.1,"1 405",5099,yes
30003,"31-Oct-22",31,technician,single,university.degree,no,yes,no,telephone,apr,tue,847,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30004,"31-Oct-22",47,housemaid,single,professional.course,no,yes,no,cellular,apr,tue,242,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30005,"31-Oct-22",78,retired,married,basic.4y,no,yes,no,telephone,apr,tue,137,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30006,"31-Oct-22",19,student,single,unknown,no,yes,yes,cellular,apr,tue,278,3,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30007,"31-Oct-22",85,retired,married,basic.4y,unknown,yes,no,cellular,apr,tue,129,3,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30008,"31-Oct-22",64,retired,married,university.degree,no,no,no,cellular,apr,tue,157,4,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30009,"31-Oct-22",27,services,single,high.school,no,yes,no,cellular,apr,tue,204,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30010,"31-Oct-22",31,technician,single,university.degree,no,no,no,telephone,apr,tue,126,4,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30011,"31-Oct-22",61,admin.,married,university.degree,no,yes,no,cellular,apr,wed,183,5,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30012,"31-Oct-22",46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,94,7,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30013,"31-Oct-22",46,admin.,married,university.degree,no,yes,no,telephone,apr,wed,154,8,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,no
30014,"31-Oct-22",23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,71,7,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30015,"31-Oct-22",33,admin.,single,university.degree,no,yes,no,telephone,apr,wed,220,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30016,"31-Oct-22",29,admin.,single,high.school,no,yes,yes,telephone,apr,wed,186,4,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30017,"31-Oct-22",23,admin.,single,university.degree,no,no,yes,cellular,apr,wed,343,5,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30018,"31-Oct-22",23,admin.,single,university.degree,no,no,no,cellular,apr,wed,341,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30019,"31-Oct-22",30,unemployed,single,university.degree,no,yes,no,cellular,apr,wed,400,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30020,"31-Oct-22",23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,621,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30021,"31-Oct-22",23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,219,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30022,"31-Oct-22",52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,315,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30023,"31-Oct-22",45,self-employed,single,basic.9y,no,yes,no,cellular,apr,wed,156,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30024,"31-Oct-22",23,admin.,single,university.degree,no,no,no,cellular,apr,wed,314,1,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,yes
30025,"31-Oct-22",45,technician,divorced,university.degree,no,no,yes,telephone,apr,wed,101,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30026,"31-Oct-22",29,admin.,single,high.school,no,no,yes,cellular,apr,wed,319,1,6,1,success,-1.8,"93 075",-47.1,"1 405",5099,yes
30027,"31-Oct-22",46,admin.,married,university.degree,no,yes,no,cellular,apr,wed,164,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30028,"31-Oct-22",64,retired,married,basic.4y,no,yes,no,cellular,apr,wed,104,1,999,2,failure,-1.8,"93 075",-47.1,"1 405",5099,yes
30029,"31-Oct-22",29,admin.,single,university.degree,no,yes,no,cellular,apr,wed,145,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30030,"31-Oct-22",64,retired,married,university.degree,no,yes,no,cellular,apr,wed,102,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30031,"31-Oct-22",39,admin.,married,university.degree,no,no,no,cellular,apr,wed,94,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30032,"31-Oct-22",37,services,single,high.school,no,yes,no,cellular,apr,wed,165,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30033,"31-Oct-22",25,admin.,single,high.school,no,yes,no,cellular,apr,wed,416,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30034,"31-Oct-22",55,admin.,married,high.school,no,no,yes,cellular,apr,wed,307,1,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,yes
30035,"31-Oct-22",54,technician,married,professional.course,no,yes,no,cellular,apr,wed,138,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30036,"31-Oct-22",48,admin.,married,university.degree,no,yes,no,cellular,apr,wed,87,9,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30037,"31-Oct-22",57,management,divorced,unknown,no,no,no,cellular,apr,wed,279,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30038,"31-Oct-22",50,technician,divorced,basic.9y,no,yes,no,cellular,apr,wed,91,2,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,no
30039,"31-Oct-22",25,admin.,single,high.school,no,yes,no,cellular,apr,wed,108,3,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,no
30040,"31-Oct-22",61,retired,married,basic.4y,no,yes,no,cellular,apr,wed,245,4,999,1,failure,-1.8,"93 075",-47.1,"1 405",5099,yes
30041,"31-Oct-22",65,retired,married,university.degree,no,no,no,cellular,apr,wed,124,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30042,"31-Oct-22",60,technician,married,professional.course,no,no,no,cellular,apr,wed,107,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30043,"31-Oct-22",30,student,single,unknown,no,yes,no,cellular,apr,wed,176,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30044,"31-Oct-22",39,admin.,married,university.degree,no,no,no,cellular,apr,wed,382,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30045,"31-Oct-22",30,student,single,unknown,no,yes,no,cellular,apr,wed,116,4,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,no
30046,"31-Oct-22",52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,229,5,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30047,"31-Oct-22",58,retired,single,professional.course,no,yes,no,cellular,apr,wed,1288,3,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30048,"31-Oct-22",60,blue-collar,married,professional.course,no,yes,no,cellular,apr,wed,545,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30049,"31-Oct-22",19,student,single,basic.4y,no,no,yes,cellular,apr,wed,371,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 405",5099,yes
30050,"31-Oct-22",25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,999,0,nonexistent,-1.8,"93 075",-47.1,"1 406",5099,yes
30051,"31-Oct-22",34,unknown,married,basic.4y,no,yes,no,cellular,apr,thu,328,1,999,0,nonexistent,-1.8,"93 075",-47.1,"1 406",5099,yes
