"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
41001,"11-Nov-22",54,services,divorced,high.school,no,yes,no,cellular,oct,wed,487,3,999,2,failure,-1.1,"94 601",-49.5,"1 016",4963,yes
41002,"11-Nov-22",38,admin.,divorced,basic.9y,no,no,no,cellular,oct,wed,139,2,999,3,failure,-1.1,"94 601",-49.5,"1 016",4963,no
41003,"11-Nov-22",45,student,single,unknown,no,yes,no,cellular,oct,wed,316,2,999,2,failure,-1.1,"94 601",-49.5,"1 016",4963,no
41004,"11-Nov-22",37,management,married,university.degree,no,yes,no,cellular,oct,thu,150,3,5,5,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41005,"11-Nov-22",80,retired,married,professional.course,no,yes,no,cellular,oct,thu,411,1,999,1,failure,-1.1,"94 601",-49.5,"1 025",4963,yes
41006,"11-Nov-22",63,unknown,married,professional.course,no,no,no,cellular,oct,thu,235,1,6,1,success,-1.1,"94 601",-49.5,"1 025",4963,no
41007,"11-Nov-22",37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,453,1,6,2,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41008,"11-Nov-22",37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,178,2,13,2,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41009,"11-Nov-22",23,student,single,high.school,no,yes,no,cellular,oct,thu,262,3,999,0,nonexistent,-1.1,"94 601",-49.5,"1 025",4963,no
41010,"11-Nov-22",24,blue-collar,single,high.school,no,no,no,cellular,oct,thu,1032,1,3,1,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41011,"11-Nov-22",33,admin.,single,university.degree,no,yes,no,cellular,oct,thu,759,1,3,3,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41012,"11-Nov-22",37,housemaid,married,university.degree,no,no,no,cellular,oct,thu,549,2,11,4,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41013,"11-Nov-22",65,retired,married,high.school,no,yes,no,cellular,oct,thu,201,5,3,1,success,-1.1,"94 601",-49.5,"1 025",4963,no
41014,"11-Nov-22",29,admin.,single,high.school,no,no,no,telephone,oct,thu,330,2,6,1,success,-1.1,"94 601",-49.5,"1 025",4963,yes
41015,"11-Nov-22",31,technician,single,professional.course,no,unknown,unknown,cellular,oct,thu,212,2,999,0,nonexistent,-1.1,"94 601",-49.5,"1 025",4963,yes
41016,"11-Nov-22",34,admin.,divorced,university.degree,no,unknown,unknown,cellular,oct,thu,256,2,999,1,failure,-1.1,"94 601",-49.5,"1 025",4963,no
41017,"11-Nov-22",37,management,married,university.degree,no,yes,no,cellular,oct,thu,339,3,3,3,success,-1.1,"94 601",-49.5,"1 025",4963,yes
