"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
12001,"13-Oct-22",58,services,married,basic.4y,no,no,no,telephone,jun,thu,322,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12002,"13-Oct-22",51,services,married,professional.course,unknown,no,no,telephone,jun,thu,177,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12003,"13-Oct-22",31,blue-collar,married,basic.4y,unknown,yes,yes,telephone,jun,thu,519,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,yes
12004,"13-Oct-22",49,unemployed,married,basic.9y,no,yes,yes,telephone,jun,thu,271,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12005,"13-Oct-22",48,blue-collar,married,high.school,no,yes,yes,telephone,jun,thu,677,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,yes
12006,"13-Oct-22",52,technician,married,basic.9y,no,yes,yes,telephone,jun,thu,138,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12007,"13-Oct-22",29,blue-collar,single,basic.6y,no,yes,no,telephone,jun,thu,215,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12008,"13-Oct-22",60,self-employed,married,professional.course,no,yes,no,telephone,jun,thu,318,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12009,"13-Oct-22",28,admin.,single,professional.course,no,no,yes,telephone,jun,thu,253,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12010,"13-Oct-22",30,admin.,married,high.school,no,unknown,unknown,telephone,jun,thu,344,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12011,"13-Oct-22",30,admin.,single,university.degree,no,no,no,telephone,jun,thu,301,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12012,"13-Oct-22",36,blue-collar,married,high.school,no,no,no,telephone,jun,thu,197,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12013,"13-Oct-22",56,admin.,divorced,high.school,no,yes,no,telephone,jun,thu,71,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12014,"13-Oct-22",29,blue-collar,married,basic.9y,no,no,yes,telephone,jun,thu,190,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
12015,"13-Oct-22",45,technician,single,professional.course,unknown,yes,yes,telephone,jun,thu,116,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 955",5228,no
