"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
24001,"25-Oct-22",56,unknown,married,unknown,no,no,no,telephone,oct,fri,235,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5 045",5195,yes
24002,"25-Oct-22",30,entrepreneur,married,university.degree,no,no,no,telephone,oct,fri,223,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5 045",5195,yes
24003,"25-Oct-22",43,technician,single,professional.course,no,no,no,telephone,oct,fri,147,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5 045",5195,no
24004,"25-Oct-22",27,self-employed,single,university.degree,no,no,no,telephone,oct,fri,24,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5 045",5195,no
24005,"25-Oct-22",46,admin.,divorced,high.school,no,yes,no,telephone,oct,fri,3253,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5 045",5195,no
24006,"25-Oct-22",42,self-employed,married,basic.4y,no,no,no,telephone,oct,fri,478,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5 045",5195,yes
24007,"25-Oct-22",52,technician,married,professional.course,no,yes,yes,telephone,oct,mon,164,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,no
24008,"25-Oct-22",35,management,married,university.degree,no,yes,no,telephone,oct,mon,309,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,no
24009,"25-Oct-22",35,entrepreneur,married,university.degree,no,yes,yes,telephone,oct,mon,2429,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,no
24010,"25-Oct-22",48,admin.,married,high.school,no,no,no,telephone,oct,mon,312,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,yes
24011,"25-Oct-22",41,technician,divorced,professional.course,no,unknown,unknown,telephone,oct,mon,73,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,no
24012,"25-Oct-22",30,admin.,single,university.degree,no,yes,yes,telephone,oct,mon,718,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,yes
24013,"25-Oct-22",39,technician,divorced,university.degree,no,no,yes,telephone,oct,mon,2016,1,999,0,nonexistent,-0.1,"93 798",-40.4,"5",5195,yes
24014,"25-Oct-22",38,blue-collar,single,unknown,no,yes,no,telephone,oct,tue,39,1,999,1,failure,-0.1,"93 798",-40.4,"4 968",5195,no
24015,"25-Oct-22",44,admin.,divorced,high.school,no,yes,no,telephone,oct,tue,294,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,yes
24016,"25-Oct-22",59,admin.,married,university.degree,no,no,no,telephone,oct,tue,85,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,yes
24017,"25-Oct-22",33,housemaid,married,high.school,no,no,no,telephone,oct,tue,37,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,yes
24018,"25-Oct-22",32,admin.,married,high.school,no,no,no,telephone,oct,tue,101,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,yes
24019,"25-Oct-22",59,blue-collar,married,professional.course,no,no,no,telephone,oct,tue,19,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,no
24020,"25-Oct-22",40,services,married,high.school,no,yes,no,telephone,oct,tue,144,1,999,1,failure,-0.1,"93 798",-40.4,"4 968",5195,yes
24021,"25-Oct-22",35,blue-collar,married,basic.9y,no,yes,no,telephone,oct,tue,4,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,no
24022,"25-Oct-22",56,blue-collar,married,unknown,no,yes,no,telephone,oct,tue,54,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,no
24023,"25-Oct-22",27,student,single,high.school,no,no,no,telephone,oct,tue,187,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,yes
24024,"25-Oct-22",41,admin.,single,high.school,no,no,no,telephone,oct,tue,49,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 968",5195,no
24025,"25-Oct-22",30,technician,single,university.degree,no,no,no,telephone,oct,wed,676,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 936",5195,yes
24026,"25-Oct-22",36,technician,married,high.school,no,no,no,telephone,oct,wed,157,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 936",5195,yes
24027,"25-Oct-22",56,technician,married,professional.course,no,no,no,telephone,oct,wed,73,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 936",5195,no
24028,"25-Oct-22",43,self-employed,married,high.school,no,yes,no,telephone,oct,wed,181,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 936",5195,yes
24029,"25-Oct-22",48,admin.,married,university.degree,no,no,no,telephone,oct,wed,98,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 936",5195,yes
24030,"25-Oct-22",37,admin.,single,high.school,no,yes,no,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 936",5195,yes
24031,"25-Oct-22",36,services,married,high.school,no,yes,no,telephone,oct,thu,41,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 921",5195,no
24032,"25-Oct-22",25,services,single,high.school,no,yes,no,telephone,oct,thu,301,1,999,0,nonexistent,-0.1,"93 798",-40.4,"4 921",5195,yes
