"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
40001,"10-Nov-22",29,technician,single,high.school,no,yes,no,telephone,jun,wed,6,1,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,no
40002,"10-Nov-22",86,retired,single,basic.9y,unknown,no,no,telephone,jun,wed,955,1,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,yes
40003,"10-Nov-22",21,student,single,high.school,no,yes,yes,cellular,jun,wed,286,2,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,yes
40004,"10-Nov-22",29,admin.,single,high.school,no,no,no,cellular,jun,wed,108,5,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,no
40005,"10-Nov-22",26,admin.,married,high.school,no,yes,yes,cellular,jun,wed,275,2,999,1,failure,-1.7,"94 055",-39.8,"0.767",4991,yes
40006,"10-Nov-22",66,retired,married,basic.4y,no,no,yes,cellular,jun,wed,319,2,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,yes
40007,"10-Nov-22",31,technician,single,university.degree,no,yes,no,telephone,jun,wed,119,1,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,no
40008,"10-Nov-22",52,admin.,married,university.degree,no,yes,yes,cellular,jun,wed,241,4,999,3,failure,-1.7,"94 055",-39.8,"0.767",4991,no
40009,"10-Nov-22",26,admin.,married,high.school,no,no,no,cellular,jun,wed,301,5,999,0,nonexistent,-1.7,"94 055",-39.8,"0.767",4991,yes
40010,"10-Nov-22",37,admin.,single,high.school,no,yes,yes,cellular,jul,thu,114,4,999,2,failure,-1.7,"94 215",-40.3,"0.782",4991,no
40011,"10-Nov-22",37,admin.,single,high.school,no,no,no,telephone,jul,thu,494,4,999,3,failure,-1.7,"94 215",-40.3,"0.782",4991,no
40012,"10-Nov-22",35,management,married,university.degree,no,yes,yes,telephone,jul,thu,165,1,999,1,failure,-1.7,"94 215",-40.3,"0.782",4991,no
40013,"10-Nov-22",34,admin.,married,high.school,no,yes,no,telephone,jul,thu,12,1,999,1,failure,-1.7,"94 215",-40.3,"0.782",4991,no
40014,"10-Nov-22",29,admin.,single,high.school,no,no,no,telephone,jul,thu,28,1,999,0,nonexistent,-1.7,"94 215",-40.3,"0.782",4991,no
40015,"10-Nov-22",60,management,married,university.degree,no,yes,yes,cellular,jul,thu,395,1,4,2,success,-1.7,"94 215",-40.3,"0.782",4991,yes
40016,"10-Nov-22",37,admin.,single,high.school,no,no,no,cellular,jul,thu,609,2,7,3,success,-1.7,"94 215",-40.3,"0.782",4991,yes
40017,"10-Nov-22",27,admin.,single,high.school,no,no,no,cellular,jul,thu,113,2,999,2,failure,-1.7,"94 215",-40.3,"0.782",4991,no
40018,"10-Nov-22",38,admin.,married,high.school,no,no,no,cellular,jul,thu,561,2,10,2,success,-1.7,"94 215",-40.3,"0.782",4991,yes
