"id","date","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
8001,"09-Oct-22",55,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,184,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8002,"09-Oct-22",42,retired,married,basic.9y,unknown,no,no,telephone,jun,mon,67,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8003,"09-Oct-22",42,services,married,high.school,no,no,no,telephone,jun,mon,276,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8004,"09-Oct-22",44,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,41,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8005,"09-Oct-22",36,services,married,high.school,unknown,no,no,telephone,jun,mon,145,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8006,"09-Oct-22",41,blue-collar,married,unknown,no,no,no,telephone,jun,mon,424,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8007,"09-Oct-22",35,unknown,married,basic.9y,no,no,no,telephone,jun,mon,612,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8008,"09-Oct-22",58,admin.,divorced,university.degree,no,yes,no,telephone,jun,mon,282,7,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8009,"09-Oct-22",58,retired,married,basic.9y,no,yes,no,telephone,jun,mon,198,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8010,"09-Oct-22",52,entrepreneur,married,university.degree,unknown,yes,no,telephone,jun,mon,76,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8011,"09-Oct-22",32,admin.,married,university.degree,no,yes,no,telephone,jun,mon,102,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8012,"09-Oct-22",33,technician,married,high.school,no,no,yes,telephone,jun,mon,60,9,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8013,"09-Oct-22",56,management,divorced,university.degree,no,no,no,telephone,jun,mon,252,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8014,"09-Oct-22",37,admin.,married,university.degree,no,yes,no,telephone,jun,mon,23,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8015,"09-Oct-22",55,technician,married,professional.course,no,yes,no,telephone,jun,mon,555,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,yes
8016,"09-Oct-22",35,technician,married,professional.course,no,no,no,telephone,jun,mon,200,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8017,"09-Oct-22",24,admin.,married,high.school,no,no,yes,telephone,jun,mon,1330,6,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8018,"09-Oct-22",54,retired,divorced,basic.4y,no,no,no,telephone,jun,mon,157,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8019,"09-Oct-22",42,admin.,married,high.school,no,no,yes,telephone,jun,mon,218,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8020,"09-Oct-22",47,services,married,high.school,no,no,no,telephone,jun,mon,548,8,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8021,"09-Oct-22",27,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,176,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8022,"09-Oct-22",33,admin.,single,university.degree,no,no,no,telephone,jun,mon,335,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8023,"09-Oct-22",34,technician,married,professional.course,no,yes,no,telephone,jun,mon,142,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8024,"09-Oct-22",51,services,married,high.school,no,no,yes,telephone,jun,mon,267,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8025,"09-Oct-22",30,management,single,university.degree,no,no,no,telephone,jun,mon,86,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8026,"09-Oct-22",58,admin.,married,university.degree,no,no,yes,telephone,jun,mon,129,4,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8027,"09-Oct-22",31,management,married,high.school,no,yes,no,telephone,jun,mon,322,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8028,"09-Oct-22",33,admin.,married,high.school,no,yes,no,telephone,jun,mon,111,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8029,"09-Oct-22",47,housemaid,married,basic.4y,no,yes,yes,telephone,jun,mon,106,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8030,"09-Oct-22",35,blue-collar,single,unknown,no,no,no,telephone,jun,mon,136,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8031,"09-Oct-22",55,retired,divorced,basic.6y,unknown,no,no,telephone,jun,mon,228,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8032,"09-Oct-22",45,admin.,divorced,university.degree,unknown,no,no,telephone,jun,mon,71,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8033,"09-Oct-22",32,services,married,high.school,no,yes,no,telephone,jun,mon,29,32,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8034,"09-Oct-22",30,technician,married,university.degree,no,no,yes,telephone,jun,mon,150,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8035,"09-Oct-22",39,admin.,married,high.school,unknown,yes,no,telephone,jun,mon,252,5,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8036,"09-Oct-22",53,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,518,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8037,"09-Oct-22",47,entrepreneur,single,university.degree,unknown,yes,no,telephone,jun,mon,42,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8038,"09-Oct-22",52,blue-collar,married,basic.4y,no,yes,no,telephone,jun,mon,140,3,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8039,"09-Oct-22",38,blue-collar,married,basic.6y,no,no,no,telephone,jun,mon,144,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8040,"09-Oct-22",37,admin.,divorced,basic.9y,unknown,yes,no,telephone,jun,mon,303,2,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
8041,"09-Oct-22",36,housemaid,married,high.school,no,yes,no,telephone,jun,mon,171,1,999,0,nonexistent,1.4,"94 465",-41.8,"4 865",5228,no
